"state","placefp14","cbsa","stab","placefp","placenm","placenm14","cbsaname15","pop10","afact"
"FIPS state","placefp14","CBSA current as of CBSAyr","State Postal Code","placefp","placenm","Place Name 2014","2015 CBSA Name","Total Pop, 2010 census","placefp14 to cbsa alloc factor"
"17","54924","23660","IL"," "," ","Oak Run CDP, IL","Galesburg, IL (Micro)",547,1 
"17","55002","19180","IL"," "," ","Oakwood village, IL","Danville, IL (Metro)",1595,1 
"17","55041","16980","IL"," "," ","Oakwood Hills village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",2083,1 
"17","55106"," ","IL"," "," ","Oblong village, IL"," ",1466,1 
"17","55132"," ","IL"," "," ","Oconee village, IL"," ",180,1 
"17","55171","38700","IL"," "," ","Odell village, IL","Pontiac, IL (Micro)",1046,1 
"17","55210","16460","IL"," "," ","Odin village, IL","Centralia, IL (Micro)",1076,1 
"17","55249","41180","IL"," "," ","OFallon city, IL","St. Louis, MO-IL (Metro)",28250,1 
"17","55275","16580","IL"," "," ","Ogden village, IL","Champaign-Urbana, IL (Metro)",810,1 
"17","55353","36860","IL"," "," ","Oglesby city, IL","Ottawa-Peru, IL (Micro)",3789,1 
"17","55379","36860","IL"," "," ","Ohio village, IL","Ottawa-Peru, IL (Micro)",513,1 
"17","55418"," ","IL"," "," ","Ohlman village, IL"," ",135,1 
"17","55470"," ","IL"," "," ","Okawville village, IL"," ",1434,1 
"17","55639","16980","IL"," "," ","Old Mill Creek village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",178,1 
"17","55717","41180","IL"," "," ","Old Ripley village, IL","St. Louis, MO-IL (Metro)",108,1 
"17","55756"," ","IL"," "," ","Old Shawneetown village, IL"," ",193,1 
"17","55847","16020","IL"," "," ","Olive Branch CDP, IL","Cape Girardeau, MO-IL (Metro)",864,1 
"17","55886","19180","IL"," "," ","Olivet CDP, IL","Danville, IL (Metro)",428,1 
"17","55899"," ","IL"," "," ","Olmsted village, IL"," ",333,1 
"17","55912"," ","IL"," "," ","Olney city, IL"," ",9120,1 
"17","55938","16980","IL"," "," ","Olympia Fields village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4988,1 
"17","56003"," ","IL"," "," ","Omaha village, IL"," ",266,1 
"17","56081"," ","IL"," "," ","Onarga village, IL"," ",1314,1 
"17","56159","23660","IL"," "," ","Oneida city, IL","Galesburg, IL (Micro)",698,1 
"17","56198","34500","IL"," "," ","Opdyke CDP, IL","Mount Vernon, IL (Micro)",254,1 
"17","56237","15460","IL"," "," ","Oquawka village, IL","Burlington, IA-IL (Micro)",1371,1 
"17","56341","23300","IL"," "," ","Orangeville village, IL","Freeport, IL (Micro)",793,1 
"17","56471","19500","IL"," "," ","Oreana village, IL","Decatur, IL (Metro)",875,1 
"17","56484","40300","IL"," "," ","Oregon city, IL","Rochelle, IL (Micro)",3721,1 
"17","56536"," ","IL"," "," ","Orient city, IL"," ",358,1 
"17","56601","19340","IL"," "," ","Orion village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",1861,1 
"17","56627","16980","IL"," "," ","Orland Hills village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",7149,1 
"17","56640","16980","IL"," "," ","Orland Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",56898,1 
"17","56887","16980","IL"," "," ","Oswego village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",30357,1 
"17","56926","36860","IL"," "," ","Ottawa city, IL","Ottawa-Peru, IL (Micro)",18738,1 
"17","56978","41180","IL"," "," ","Otterville town, IL","St. Louis, MO-IL (Metro)",126,1 
"17","57043","45380","IL"," "," ","Owaneco village, IL","Taylorville, IL (Micro)",239,1 
"17","57160","41180","IL"," "," ","Paderborn CDP, IL","St. Louis, MO-IL (Metro)",43,1 
"17","57225","16980","IL"," "," ","Palatine village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",68557,1 
"17","57277"," ","IL"," "," ","Palestine village, IL"," ",1369,1 
"17","57303","45380","IL"," "," ","Palmer village, IL","Taylorville, IL (Micro)",229,1 
"17","57329","41180","IL"," "," ","Palmyra village, IL","St. Louis, MO-IL (Metro)",698,1 
"17","57381","16980","IL"," "," ","Palos Heights city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",12515,1 
"17","57394","16980","IL"," "," ","Palos Hills city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",17484,1 
"17","57407","16980","IL"," "," ","Palos Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4847,1 
"17","57472"," ","IL"," "," ","Pana city, IL"," ",196,0.034 
"17","57472","45380","IL"," "," ","Pana city, IL","Taylorville, IL (Micro)",5651,0.966 
"17","57498"," ","IL"," "," ","Panama village, IL"," ",202,0.589 
"17","57498","41180","IL"," "," ","Panama village, IL","St. Louis, MO-IL (Metro)",141,0.411 
"17","57524","37900","IL"," "," ","Panola village, IL","Peoria, IL (Metro)",45,1 
"17","57576"," ","IL"," "," ","Papineau village, IL"," ",171,1 
"17","57628"," ","IL"," "," ","Paris city, IL"," ",8855,1 
"17","57654","16980","IL"," "," ","Park City city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",7570,1 
"17","57693"," ","IL"," "," ","Parkersburg village, IL"," ",199,1 
"17","57732","16980","IL"," "," ","Park Forest village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",21975,1 
"17","57875","16980","IL"," "," ","Park Ridge city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",37480,1 
"17","58057","16460","IL"," "," ","Patoka village, IL","Centralia, IL (Micro)",584,1 
"17","58174","44100","IL"," "," ","Pawnee village, IL","Springfield, IL (Metro)",2739,1 
"17","58226","19940","IL"," "," ","Paw Paw village, IL","Dixon, IL (Micro)",870,1 
"17","58239","16580","IL"," "," ","Paxton city, IL","Champaign-Urbana, IL (Metro)",4480,1 
"17","58265","39500","IL"," "," ","Payson village, IL","Quincy, IL-MO (Micro)",1026,1 
"17","58343"," ","IL"," "," ","Pearl village, IL"," ",138,1 
"17","58369","23300","IL"," "," ","Pearl City village, IL","Freeport, IL (Micro)",838,1 
"17","58408","40420","IL"," "," ","Pecatonica village, IL","Rockford, IL (Metro)",2195,1 
"17","58447","37900","IL"," "," ","Pekin city, IL","Peoria, IL (Metro)",34096,1 
"17","58577","16580","IL"," "," ","Penfield CDP, IL","Champaign-Urbana, IL (Metro)",193,1 
"17","59000","37900","IL"," "," ","Peoria city, IL","Peoria, IL (Metro)",115067,1 
"17","59026","37900","IL"," "," ","Peoria Heights village, IL","Peoria, IL (Metro)",6087,1 
"17","59052","16980","IL"," "," ","Peotone village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4142,1 
"17","59104"," ","IL"," "," ","Percy village, IL"," ",970,1 
"17","59156"," ","IL"," "," ","Perry village, IL"," ",397,1 
"17","59234","36860","IL"," "," ","Peru city, IL","Ottawa-Peru, IL (Micro)",10297,1 
"17","59273","16580","IL"," "," ","Pesotum village, IL","Champaign-Urbana, IL (Metro)",551,1 
"17","59312","44100","IL"," "," ","Petersburg city, IL","Springfield, IL (Metro)",2260,1 
"17","59520"," ","IL"," "," ","Phillipstown village, IL"," ",44,1 
"17","59533","16580","IL"," "," ","Philo village, IL","Champaign-Urbana, IL (Metro)",1466,1 
"17","59572","16980","IL"," "," ","Phoenix village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1964,1 
"17","59709","41180","IL"," "," ","Pierron village, IL","St. Louis, MO-IL (Metro)",600,1 
"17","59884"," ","IL"," "," ","Pinckneyville city, IL"," ",5648,1 
"17","59988","16980","IL"," "," ","Pingree Grove village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4532,1 
"17","60079","16580","IL"," "," ","Piper City village, IL","Champaign-Urbana, IL (Metro)",826,1 
"17","60144","16980","IL"," "," ","Pistakee Highlands CDP, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",3454,1 
"17","60209","16060","IL"," "," ","Pittsburg village, IL","Carbondale-Marion, IL (Metro)",572,1 
"17","60222"," ","IL"," "," ","Pittsfield city, IL"," ",4576,1 
"17","60287","16980","IL"," "," ","Plainfield village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",39580,1 
"17","60339","39500","IL"," "," ","Plainville village, IL","Quincy, IL-MO (Micro)",264,1 
"17","60352","16980","IL"," "," ","Plano city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",10873,1 
"17","60391","16980","IL"," "," ","Plattville village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",242,1 
"17","60534"," ","IL"," "," ","Pleasant Hill village, IL"," ",966,1 
"17","60599","44100","IL"," "," ","Pleasant Plains village, IL","Springfield, IL (Metro)",802,1 
"17","60833","22800","IL"," "," ","Plymouth village, IL","Fort Madison-Keokuk, IA-IL-MO (Micro)",503,0.996 
"17","60833","31380","IL"," "," ","Plymouth village, IL","Macomb, IL (Micro)",2,0.004 
"17","60872","41180","IL"," "," ","Pocahontas village, IL","St. Louis, MO-IL (Metro)",784,1 
"17","60937","40300","IL"," "," ","Polo city, IL","Rochelle, IL (Micro)",2355,1 
"17","61015","38700","IL"," "," ","Pontiac city, IL","Pontiac, IL (Micro)",11931,1 
"17","61067","41180","IL"," "," ","Pontoon Beach village, IL","St. Louis, MO-IL (Metro)",5836,1 
"17","61080","22800","IL"," "," ","Pontoosuc village, IL","Fort Madison-Keokuk, IA-IL-MO (Micro)",146,1 
"17","61145","40420","IL"," "," ","Poplar Grove village, IL","Rockford, IL (Metro)",5024,1 
"17","61216","16980","IL"," "," ","Port Barrington village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1517,1 
"17","61223","19340","IL"," "," ","Port Byron village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",1647,1 
"17","61314","16980","IL"," "," ","Posen village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",5987,1 
"17","61366","19180","IL"," "," ","Potomac village, IL","Danville, IL (Metro)",750,1 
"17","61548","31380","IL"," "," ","Prairie City village, IL","Macomb, IL (Micro)",379,1 
"17","61639"," ","IL"," "," ","Prairie du Rocher village, IL"," ",604,1 
"17","61678","16980","IL"," "," ","Prairie Grove village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1904,1 
"17","61821","16980","IL"," "," ","Prestbury CDP, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1722,1 
"17","61860","16980","IL"," "," ","Preston Heights CDP, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",2575,1 
"17","61899","36860","IL"," "," ","Princeton city, IL","Ottawa-Peru, IL (Micro)",7660,1 
"17","61925","37900","IL"," "," ","Princeville village, IL","Peoria, IL (Metro)",1738,1 
"17","61977","44580","IL"," "," ","Prophetstown city, IL","Sterling, IL (Micro)",2080,1 
"17","62016","16980","IL"," "," ","Prospect Heights city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",16256,1 
"17","62211"," ","IL"," "," ","Pulaski village, IL"," ",206,1 
"17","62367","39500","IL"," "," ","Quincy city, IL","Quincy, IL-MO (Micro)",40639,1 
"17","62523"," ","IL"," "," ","Radom village, IL"," ",220,1 
"17","62588"," ","IL"," "," ","Raleigh village, IL"," ",350,1 
"17","62627"," ","IL"," "," ","Ramsey village, IL"," ",1037,1 
"17","62744","19180","IL"," "," ","Rankin village, IL","Danville, IL (Metro)",561,1 
"17","62757","36860","IL"," "," ","Ransom village, IL","Ottawa-Peru, IL (Micro)",384,1 
"17","62783","16580","IL"," "," ","Rantoul village, IL","Champaign-Urbana, IL (Metro)",12941,1 
"17","62822","19340","IL"," "," ","Rapids City village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",959,1 
"17","62848","15460","IL"," "," ","Raritan village, IL","Burlington, IA-IL (Micro)",138,1 
"17","62965"," ","IL"," "," ","Raymond village, IL"," ",1006,1 
"17","63043"," ","IL"," "," ","Red Bud city, IL"," ",3698,1 
"17","63056","28100","IL"," "," ","Reddick village, IL","Kankakee, IL (Metro)",144,0.883 
"17","63056","38700","IL"," "," ","Reddick village, IL","Pontiac, IL (Micro)",19,0.117 
"17","63069"," ","IL"," "," ","Redmon village, IL"," ",173,1 
"17","63355","41180","IL"," "," ","Rentchler CDP, IL","St. Louis, MO-IL (Metro)",34,1 
"17","63420","19340","IL"," "," ","Reynolds village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",539,1 
"17","63641","16980","IL"," "," ","Richmond village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1874,1 
"17","63706","16980","IL"," "," ","Richton Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",13646,1 
"17","63719"," ","IL"," "," ","Richview village, IL"," ",253,1 
"17","63862","19180","IL"," "," ","Ridge Farm village, IL","Danville, IL (Metro)",882,1 
"17","64018"," ","IL"," "," ","Ridgway village, IL"," ",869,1 
"17","64044","23300","IL"," "," ","Ridott village, IL","Freeport, IL (Micro)",164,1 
"17","64135","16980","IL"," "," ","Ringwood village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",836,1 
"17","64148","23660","IL"," "," ","Rio village, IL","Galesburg, IL (Micro)",220,1 
"17","64174"," ","IL"," "," ","Ripley village, IL"," ",86,1 
"17","64278","16980","IL"," "," ","Riverdale village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",13549,1 
"17","64304","16980","IL"," "," ","River Forest village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",11172,1 
"17","64343","16980","IL"," "," ","River Grove village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",10227,1 
"17","64421","16980","IL"," "," ","Riverside village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",8875,1 
"17","64486","44100","IL"," "," ","Riverton village, IL","Springfield, IL (Metro)",3455,1 
"17","64538","16980","IL"," "," ","Riverwoods village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",3660,1 
"17","64590","37900","IL"," "," ","Roanoke village, IL","Peoria, IL (Metro)",2065,1 
"17","64616","16980","IL"," "," ","Robbins village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",5337,1 
"17","64655","16580","IL"," "," ","Roberts village, IL","Champaign-Urbana, IL (Metro)",362,1 
"17","64707"," ","IL"," "," ","Robinson city, IL"," ",7713,1 
"17","64746","40300","IL"," "," ","Rochelle city, IL","Rochelle, IL (Micro)",9596,1 
"17","64759","44100","IL"," "," ","Rochester village, IL","Springfield, IL (Metro)",3689,1 
"17","64811"," ","IL"," "," ","Rockbridge village, IL"," ",169,1 
"17","64837","23300","IL"," "," ","Rock City village, IL","Freeport, IL (Micro)",315,1 
"17","64902","16980","IL"," "," ","Rockdale village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1976,1 
"17","64928","44580","IL"," "," ","Rock Falls city, IL","Sterling, IL (Micro)",9398,1 
"17","65000","40300","IL"," "," ","Rockford city, IL","Rochelle, IL (Micro)",1,0 
"17","65000","40420","IL"," "," ","Rockford city, IL","Rockford, IL (Metro)",152938,1 
"17","65078","19340","IL"," "," ","Rock Island city, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",39019,1 
"17","65104","19340","IL"," "," ","Rock Island Arsenal CDP, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",149,1 
"17","65156","40420","IL"," "," ","Rockton village, IL","Rockford, IL (Metro)",7685,1 
"17","65221"," ","IL"," "," ","Rockwood village, IL"," ",42,1 
"17","65338","16980","IL"," "," ","Rolling Meadows city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",24099,1 
"17","65403","37900","IL"," "," ","Rome CDP, IL","Peoria, IL (Metro)",1738,1 
"17","65442","16980","IL"," "," ","Romeoville village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",39654,1 
"17","65481"," ","IL"," "," ","Roodhouse city, IL"," ",1814,1 
"17","65611","40420","IL"," "," ","Roscoe village, IL","Rockford, IL (Metro)",10785,1 
"17","65754"," ","IL"," "," ","Rose Hill village, IL"," ",80,1 
"17","65806","16980","IL"," "," ","Roselle village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",22732,1 
"17","65819","16980","IL"," "," ","Rosemont village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4202,1 
"17","65845"," ","IL"," "," ","Roseville village, IL"," ",989,1 
"17","65884","41180","IL"," "," ","Rosewood Heights CDP, IL","St. Louis, MO-IL (Metro)",4038,1 
"17","65897"," ","IL"," "," ","Rosiclare city, IL"," ",1160,1 
"17","65962","19180","IL"," "," ","Rossville village, IL","Danville, IL (Metro)",1331,1 
"17","66027","16980","IL"," "," ","Round Lake village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",18314,1 
"17","66040","16980","IL"," "," ","Round Lake Beach village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",28175,1 
"17","66053","16980","IL"," "," ","Round Lake Heights village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",2676,1 
"17","66066","16980","IL"," "," ","Round Lake Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",7505,1 
"17","66131","41180","IL"," "," ","Roxana village, IL","St. Louis, MO-IL (Metro)",1542,1 
"17","66157","16580","IL"," "," ","Royal village, IL","Champaign-Urbana, IL (Metro)",293,1 
"17","66196","41180","IL"," "," ","Royal Lakes village, IL","St. Louis, MO-IL (Metro)",197,1 
"17","66209"," ","IL"," "," ","Royalton village, IL"," ",1151,1 
"17","66287"," ","IL"," "," ","Ruma village, IL"," ",317,1 
"17","66339"," ","IL"," "," ","Rushville city, IL"," ",3192,1 
"17","66404"," ","IL"," "," ","Russellville village, IL"," ",94,1 
"17","66443","36860","IL"," "," ","Rutland village, IL","Ottawa-Peru, IL (Micro)",318,1 
"17","66534","16580","IL"," "," ","Sadorus village, IL","Champaign-Urbana, IL (Metro)",416,1 
"17","66599"," ","IL"," "," ","Sailor Springs village, IL"," ",95,1 
"17","66638","28100","IL"," "," ","St. Anne village, IL","Kankakee, IL (Metro)",1261,1 
"17","66677","23660","IL"," "," ","St. Augustine village, IL","Galesburg, IL (Micro)",120,1 
"17","66703","16980","IL"," "," ","St. Charles city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",32989,1 
"17","66768","15900","IL"," "," ","St. David village, IL","Canton, IL (Micro)",589,1 
"17","66794"," ","IL"," "," ","St. Elmo city, IL"," ",1426,1 
"17","66800"," ","IL"," "," ","Ste. Marie village, IL"," ",244,1 
"17","66833"," ","IL"," "," ","St. Francisville city, IL"," ",697,1 
"17","66859","41180","IL"," "," ","St. Jacob village, IL","St. Louis, MO-IL (Metro)",1098,1 
"17","66924"," ","IL"," "," ","St. Johns village, IL"," ",219,1 
"17","66950","16580","IL"," "," ","St. Joseph village, IL","Champaign-Urbana, IL (Metro)",4002,1 
"17","66989","41180","IL"," "," ","St. Libory village, IL","St. Louis, MO-IL (Metro)",571,1 
"17","67132"," ","IL"," "," ","St. Peter village, IL"," ",359,1 
"17","67236","16460","IL"," "," ","Salem city, IL","Centralia, IL (Micro)",7485,1 
"17","67372","28100","IL"," "," ","Sammons Point village, IL","Kankakee, IL (Metro)",279,1 
"17","67444","16460","IL"," "," ","Sandoval village, IL","Centralia, IL (Micro)",1274,1 
"17","67548","16980","IL"," "," ","Sandwich city, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",7421,1 
"17","67613"," ","IL"," "," ","San Jose village, IL"," ",400,0.623 
"17","67613","30660","IL"," "," ","San Jose village, IL","Lincoln, IL (Micro)",242,0.377 
"17","67756","41180","IL"," "," ","Sauget village, IL","St. Louis, MO-IL (Metro)",159,1 
"17","67769","16980","IL"," "," ","Sauk Village village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",10506,1 
"17","67795","38700","IL"," "," ","Saunemin village, IL","Pontiac, IL (Micro)",420,1 
"17","67821"," ","IL"," "," ","Savanna city, IL"," ",3062,1 
"17","67860","16580","IL"," "," ","Savoy village, IL","Champaign-Urbana, IL (Metro)",7280,1 
"17","67873","41180","IL"," "," ","Sawyerville village, IL","St. Louis, MO-IL (Metro)",279,1 
"17","67912","14010","IL"," "," ","Saybrook village, IL","Bloomington, IL (Metro)",693,1 
"17","67925"," ","IL"," "," ","Scales Mound village, IL"," ",380,1 
"17","68003","16980","IL"," "," ","Schaumburg village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",74227,1 
"17","68081","16980","IL"," "," ","Schiller Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",11793,1 
"17","68120"," ","IL"," "," ","Schram City village, IL"," ",586,1 
"17","68198","31380","IL"," "," ","Sciota village, IL","Macomb, IL (Micro)",61,1 
"17","68328","41180","IL"," "," ","Scott AFB CDP, IL","St. Louis, MO-IL (Metro)",3612,1 
"17","68406","41180","IL"," "," ","Scottville village, IL","St. Louis, MO-IL (Metro)",116,1 
"17","68458","19340","IL"," "," ","Seaton village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",222,1 
"17","68471","36860","IL"," "," ","Seatonville village, IL","Ottawa-Peru, IL (Micro)",314,1 
"17","68510","37900","IL"," "," ","Secor village, IL","Peoria, IL (Metro)",373,1 
"17","68640","16980","IL"," "," ","Seneca village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",6,0.003 
"17","68640","36860","IL"," "," ","Seneca village, IL","Ottawa-Peru, IL (Micro)",2365,0.997 
"17","68705"," ","IL"," "," ","Sesser city, IL"," ",1931,1 
"17","68809","16580","IL"," "," ","Seymour CDP, IL","Champaign-Urbana, IL (Metro)",303,1 
"17","68822","16980","IL"," "," ","Shabbona village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",925,1 
"17","68991"," ","IL"," "," ","Shannon village, IL"," ",757,1 
"17","69082"," ","IL"," "," ","Shawneetown city, IL"," ",1239,1 
"17","69147","36860","IL"," "," ","Sheffield village, IL","Ottawa-Peru, IL (Micro)",926,1 
"17","69186"," ","IL"," "," ","Shelbyville city, IL"," ",4700,1 
"17","69212"," ","IL"," "," ","Sheldon village, IL"," ",1070,1 
"17","69277","36860","IL"," "," ","Sheridan village, IL","Ottawa-Peru, IL (Micro)",2137,1 
"17","69342","44100","IL"," "," ","Sherman village, IL","Springfield, IL (Metro)",4148,1 
"17","69368","19340","IL"," "," ","Sherrard village, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",640,1 
"17","69524","41180","IL"," "," ","Shiloh village, IL","St. Louis, MO-IL (Metro)",12503,1 
"17","69563","41180","IL"," "," ","Shipman town, IL","St. Louis, MO-IL (Metro)",624,1 
"17","69758","16980","IL"," "," ","Shorewood village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",15615,1 
"17","69797","20820","IL"," "," ","Shumway village, IL","Effingham, IL (Micro)",202,1 
"17","69810","16580","IL"," "," ","Sibley village, IL","Champaign-Urbana, IL (Metro)",272,1 
"17","69836","19180","IL"," "," ","Sidell village, IL","Danville, IL (Metro)",617,1 
"17","69875","16580","IL"," "," ","Sidney village, IL","Champaign-Urbana, IL (Metro)",1233,1 
"17","69914"," ","IL"," "," ","Sigel town, IL"," ",373,1 
"17","69979","19340","IL"," "," ","Silvis city, IL","Davenport-Moline-Rock Island, IA-IL (Metro)",7522,1 
"17","70005"," ","IL"," "," ","Simpson village, IL"," ",60,1 
"17","70031"," ","IL"," "," ","Sims village, IL"," ",252,1 
"17","70122","16980","IL"," "," ","Skokie village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",64784,1 
"17","70161","16980","IL"," "," ","Sleepy Hollow village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",3304,1 
"17","70213","41180","IL"," "," ","Smithboro village, IL","St. Louis, MO-IL (Metro)",177,1 
"17","70226","15900","IL"," "," ","Smithfield village, IL","Canton, IL (Micro)",230,1 
"17","70252","41180","IL"," "," ","Smithton village, IL","St. Louis, MO-IL (Metro)",3693,1 
"17","70460","16980","IL"," "," ","Somonauk village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",1635,0.864 
"17","70460","36860","IL"," "," ","Somonauk village, IL","Ottawa-Peru, IL (Micro)",258,0.136 
"17","70525","41180","IL"," "," ","Sorento village, IL","St. Louis, MO-IL (Metro)",498,1 
"17","70564","16980","IL"," "," ","South Barrington village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4571,1 
"17","70590","40420","IL"," "," ","South Beloit city, IL","Rockford, IL (Metro)",7892,1 
"17","70629","16980","IL"," "," ","South Chicago Heights village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4139,1 
"17","70720","16980","IL"," "," ","South Elgin village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",21985,1 
"17","70759","44100","IL"," "," ","Southern View village, IL","Springfield, IL (Metro)",1658,1 
"17","70850","16980","IL"," "," ","South Holland village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",22030,1 
"17","70889","27300","IL"," "," ","South Jacksonville village, IL","Jacksonville, IL (Micro)",3331,1 
"17","71175","37900","IL"," "," ","South Pekin village, IL","Peoria, IL (Metro)",1146,1 
"17","71240","41180","IL"," "," ","South Roxana village, IL","St. Louis, MO-IL (Metro)",2053,1 
"17","71370","16980","IL"," "," ","South Wilmington village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",681,1 
"17","71422","37900","IL"," "," ","Sparland village, IL","Peoria, IL (Metro)",406,1 
"17","71448"," ","IL"," "," ","Sparta city, IL"," ",4302,1 
"17","71474","44100","IL"," "," ","Spaulding village, IL","Springfield, IL (Metro)",873,1 
"17","71526","16060","IL"," "," ","Spillertown village, IL","Carbondale-Marion, IL (Metro)",203,1 
"17","71604","37900","IL"," "," ","Spring Bay village, IL","Peoria, IL (Metro)",457,1 
"17","71643"," ","IL"," "," ","Springerton village, IL"," ",110,1 
"17","72000","44100","IL"," "," ","Springfield city, IL","Springfield, IL (Metro)",116347,1 
"17","72052","16980","IL"," "," ","Spring Grove village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",5784,1 
"17","72156","36860","IL"," "," ","Spring Valley city, IL","Ottawa-Peru, IL (Micro)",5558,1 
"17","72221","36860","IL"," "," ","Standard village, IL","Ottawa-Peru, IL (Micro)",220,1 
"17","72234","41180","IL"," "," ","Standard City village, IL","St. Louis, MO-IL (Metro)",152,1 
"17","72260","14010","IL"," "," ","Stanford village, IL","Bloomington, IL (Metro)",596,1 
"17","72403","41180","IL"," "," ","Staunton city, IL","St. Louis, MO-IL (Metro)",5160,1 
"17","72468"," ","IL"," "," ","Steeleville village, IL"," ",2083,1 
"17","72520","16980","IL"," "," ","Steger village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",9570,1 
"17","72546","44580","IL"," "," ","Sterling city, IL","Sterling, IL (Micro)",15423,1 
"17","72624","19940","IL"," "," ","Steward village, IL","Dixon, IL (Micro)",256,1 
"17","72650"," ","IL"," "," ","Stewardson village, IL"," ",734,1 
"17","72676","16980","IL"," "," ","Stickney village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",6786,1 
"17","72702","40300","IL"," "," ","Stillman Valley village, IL","Rochelle, IL (Micro)",1120,1 
"17","72780"," ","IL"," "," ","Stockton village, IL"," ",1864,1 
"17","72884"," ","IL"," "," ","Stonefort village, IL"," ",130,0.438 
"17","72884","16060","IL"," "," ","Stonefort village, IL","Carbondale-Marion, IL (Metro)",167,0.562 
"17","72923","16980","IL"," "," ","Stone Park village, IL","Chicago-Naperville-Elgin, IL-IN-WI (Metro)",4946,1 
"17","72949","45380","IL"," "," ","Stonington village, IL","Taylorville, IL (Micro)",932,1 
