"state","placefp14","cbsa","stab","placefp","placenm","placenm14","cbsaname15","pop10","afact"
"FIPS state","placefp14","CBSA current as of CBSAyr","State Postal Code","placefp","placenm","Place Name 2014","2015 CBSA Name","Total Pop, 2010 census","placefp14 to cbsa alloc factor"
"53","49555","38900","WA"," "," ","North Bonneville city, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",956,1 
"53","49765","42660","WA"," "," ","North Fort Lewis CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2699,1 
"53","49940","42660","WA"," "," ","North Lynnwood CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",16574,1 
"53","49992","42660","WA"," "," ","North Marysville CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",108,1 
"53","50007"," ","WA"," "," ","North Omak CDP, WA"," ",688,1 
"53","50045","44060","WA"," "," ","Northport town, WA","Spokane-Spokane Valley, WA (Metro)",295,1 
"53","50115","42660","WA"," "," ","North Puyallup CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1743,1 
"53","50183","42660","WA"," "," ","North Sultan CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",264,1 
"53","50195","42660","WA"," "," ","Northwest Stanwood CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",149,1 
"53","50210","36500","WA"," "," ","North Yelm CDP, WA","Olympia-Tumwater, WA (Metro)",2906,1 
"53","50325","39420","WA"," "," ","Oakesdale town, WA","Pullman, WA (Micro)",422,1 
"53","50360","36020","WA"," "," ","Oak Harbor city, WA","Oak Harbor, WA (Micro)",22214,1 
"53","50430","10140","WA"," "," ","Oakville city, WA","Aberdeen, WA (Micro)",684,1 
"53","50500","10140","WA"," "," ","Ocean City CDP, WA","Aberdeen, WA (Micro)",200,1 
"53","50535"," ","WA"," "," ","Ocean Park CDP, WA"," ",1573,1 
"53","50570","10140","WA"," "," ","Ocean Shores city, WA","Aberdeen, WA (Micro)",5569,1 
"53","50745"," ","WA"," "," ","Odessa town, WA"," ",910,1 
"53","50920"," ","WA"," "," ","Okanogan city, WA"," ",2599,1 
"53","51300","36500","WA"," "," ","Olympia city, WA","Olympia-Tumwater, WA (Metro)",46478,1 
"53","51340"," ","WA"," "," ","Omak city, WA"," ",4845,1 
"53","51410","16500","WA"," "," ","Onalaska CDP, WA","Centralia, WA (Micro)",621,1 
"53","51795","38900","WA"," "," ","Orchards CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",19556,1 
"53","51830"," ","WA"," "," ","Orient CDP, WA"," ",115,1 
"53","51970"," ","WA"," "," ","Oroville city, WA"," ",1686,1 
"53","52005","42660","WA"," "," ","Orting city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",6746,1 
"53","52110","42660","WA"," "," ","Oso CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",180,1 
"53","52215","36830","WA"," "," ","Othello city, WA","Othello, WA (Micro)",7364,1 
"53","52267","44060","WA"," "," ","Otis Orchards-East Farms CDP, WA","Spokane-Spokane Valley, WA (Metro)",6220,1 
"53","52285","49420","WA"," "," ","Outlook CDP, WA","Yakima, WA (Metro)",292,1 
"53","52378","10140","WA"," "," ","Oyehut CDP, WA","Aberdeen, WA (Micro)",85,1 
"53","52495","42660","WA"," "," ","Pacific city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",6604,1 
"53","52530","10140","WA"," "," ","Pacific Beach CDP, WA","Aberdeen, WA (Micro)",291,1 
"53","52600","16500","WA"," "," ","Packwood CDP, WA","Centralia, WA (Micro)",342,1 
"53","52950","39420","WA"," "," ","Palouse city, WA","Pullman, WA (Micro)",998,1 
"53","53265","49420","WA"," "," ","Parker CDP, WA","Yakima, WA (Metro)",154,1 
"53","53335","42660","WA"," "," ","Parkland CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",35803,1 
"53","53440","14740","WA"," "," ","Parkwood CDP, WA","Bremerton-Silverdale, WA (Metro)",7126,1 
"53","53545","28420","WA"," "," ","Pasco city, WA","Kennewick-Richland, WA (Metro)",60964,1 
"53","53720"," ","WA"," "," ","Pateros city, WA"," ",667,1 
"53","53800","13380","WA"," "," ","Peaceful Valley CDP, WA","Bellingham, WA (Metro)",3324,1 
"53","53930","16500","WA"," "," ","Pe Ell town, WA","Centralia, WA (Micro)",632,1 
"53","54213","42660","WA"," "," ","Picnic Point CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",8809,1 
"53","54405"," ","WA"," "," ","Pine Grove CDP, WA"," ",145,1 
"53","55015","13380","WA"," "," ","Point Roberts CDP, WA","Bellingham, WA (Metro)",1314,1 
"53","55120"," ","WA"," "," ","Pomeroy city, WA"," ",1425,1 
"53","55365","38820","WA"," "," ","Port Angeles city, WA","Port Angeles, WA (Micro)",19038,1 
"53","55400","38820","WA"," "," ","Port Angeles East CDP, WA","Port Angeles, WA (Micro)",3036,1 
"53","55540","10140","WA"," "," ","Porter CDP, WA","Aberdeen, WA (Micro)",207,1 
"53","55612","14740","WA"," "," ","Port Gamble Tribal Comunity CDP, WA","Bremerton-Silverdale, WA (Metro)",916,1 
"53","55620"," ","WA"," "," ","Port Hadlock-Irondale CDP, WA"," ",3580,1 
"53","55645"," ","WA"," "," ","Port Ludlow CDP, WA"," ",2603,1 
"53","55785","14740","WA"," "," ","Port Orchard city, WA","Bremerton-Silverdale, WA (Metro)",12503,1 
"53","55855"," ","WA"," "," ","Port Townsend city, WA"," ",9113,1 
"53","55995","14740","WA"," "," ","Poulsbo city, WA","Bremerton-Silverdale, WA (Metro)",9285,1 
"53","56150","42660","WA"," "," ","Prairie Heights CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",4405,1 
"53","56170","42660","WA"," "," ","Prairie Ridge CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",11464,1 
"53","56240","47460","WA"," "," ","Prescott city, WA","Walla Walla, WA (Metro)",318,1 
"53","56450","28420","WA"," "," ","Prosser city, WA","Kennewick-Richland, WA (Metro)",5699,1 
"53","56555"," ","WA"," "," ","Puget Island CDP, WA"," ",831,1 
"53","56625","39420","WA"," "," ","Pullman city, WA","Pullman, WA (Micro)",29799,1 
"53","56660","42660","WA"," "," ","Purdy CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1544,1 
"53","56695","42660","WA"," "," ","Puyallup city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",37022,1 
"53","56905"," ","WA"," "," ","Queets CDP, WA"," ",174,1 
"53","56975"," ","WA"," "," ","Quilcene CDP, WA"," ",596,1 
"53","57030","10140","WA"," "," ","Qui-nai-elt Village CDP, WA","Aberdeen, WA (Micro)",54,1 
"53","57115","34180","WA"," "," ","Quincy city, WA","Moses Lake, WA (Micro)",6756,1 
"53","57140","42660","WA"," "," ","Raft Island CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",459,1 
"53","57220","36500","WA"," "," ","Rainier city, WA","Olympia-Tumwater, WA (Metro)",1794,1 
"53","57395","42660","WA"," "," ","Ravensdale CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1101,1 
"53","57430"," ","WA"," "," ","Raymond city, WA"," ",2882,1 
"53","57465"," ","WA"," "," ","Reardan town, WA"," ",571,1 
"53","57535","42660","WA"," "," ","Redmond city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",54352,1 
"53","57745","42660","WA"," "," ","Renton city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",91955,1 
"53","57850"," ","WA"," "," ","Republic city, WA"," ",1073,1 
"53","58235","28420","WA"," "," ","Richland city, WA","Kennewick-Richland, WA (Metro)",48140,1 
"53","58410","38900","WA"," "," ","Ridgefield city, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",4763,1 
"53","58725","36830","WA"," "," ","Ritzville city, WA","Othello, WA (Micro)",1673,1 
"53","58742","42660","WA"," "," ","Riverbend CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2132,1 
"53","58777","38820","WA"," "," ","River Road CDP, WA","Port Angeles, WA (Micro)",481,1 
"53","58795"," ","WA"," "," ","Riverside town, WA"," ",280,1 
"53","59110","36500","WA"," "," ","Rochester CDP, WA","Olympia-Tumwater, WA (Metro)",2388,1 
"53","59145","44060","WA"," "," ","Rockford town, WA","Spokane-Spokane Valley, WA (Metro)",470,1 
"53","59180","48300","WA"," "," ","Rock Island city, WA","Wenatchee, WA (Metro)",788,1 
"53","59250","34580","WA"," "," ","Rockport CDP, WA","Mount Vernon-Anacortes, WA (Metro)",109,1 
"53","59390","14740","WA"," "," ","Rocky Point CDP, WA","Bremerton-Silverdale, WA (Metro)",1564,1 
"53","59635","21260","WA"," "," ","Ronald CDP, WA","Ellensburg, WA (Micro)",308,1 
"53","59705"," ","WA"," "," ","Roosevelt CDP, WA"," ",156,1 
"53","59775","39420","WA"," "," ","Rosalia town, WA","Pullman, WA (Micro)",550,1 
"53","59845"," ","WA"," "," ","Rosburg CDP, WA"," ",317,1 
"53","59880","42660","WA"," "," ","Rosedale CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",4044,1 
"53","60055","21260","WA"," "," ","Roslyn city, WA","Ellensburg, WA (Micro)",893,1 
"53","60160","42660","WA"," "," ","Roy city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",793,1 
"53","60230","34180","WA"," "," ","Royal City city, WA","Moses Lake, WA (Micro)",2140,1 
"53","60510","42660","WA"," "," ","Ruston town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",749,1 
"53","60580","31020","WA"," "," ","Ryderwood CDP, WA","Longview, WA (Metro)",395,1 
"53","60860","39420","WA"," "," ","St. John town, WA","Pullman, WA (Micro)",537,1 
"53","61000","38900","WA"," "," ","Salmon Creek CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",19686,1 
"53","61115","42660","WA"," "," ","Sammamish city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",46627,1 
"53","61235","10140","WA"," "," ","Santiago CDP, WA","Aberdeen, WA (Micro)",42,1 
"53","61350","10140","WA"," "," ","Satsop CDP, WA","Aberdeen, WA (Micro)",675,1 
"53","62120","14740","WA"," "," ","Seabeck CDP, WA","Bremerton-Silverdale, WA (Metro)",1105,1 
"53","62288","42660","WA"," "," ","SeaTac city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",26909,1 
"53","63000","42660","WA"," "," ","Seattle city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",608660,1 
"53","63210","34580","WA"," "," ","Sedro-Woolley city, WA","Mount Vernon-Anacortes, WA (Metro)",10538,1 
"53","63245","38820","WA"," "," ","Sekiu CDP, WA","Port Angeles, WA (Micro)",27,1 
"53","63280","49420","WA"," "," ","Selah city, WA","Yakima, WA (Metro)",7151,1 
"53","63385","38820","WA"," "," ","Sequim city, WA","Port Angeles, WA (Micro)",6606,1 
"53","63545","42660","WA"," "," ","Shadow Lake CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2262,1 
"53","63735","43220","WA"," "," ","Shelton city, WA","Shelton, WA (Micro)",9834,1 
"53","63960","42660","WA"," "," ","Shoreline city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",53006,1 
"53","64190","42660","WA"," "," ","Silvana CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",90,1 
"53","64365","14740","WA"," "," ","Silverdale CDP, WA","Bremerton-Silverdale, WA (Metro)",19204,1 
"53","64380","42660","WA"," "," ","Silver Firs CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",20906,1 
"53","64610","42660","WA"," "," ","Sisco Heights CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2696,1 
"53","64755"," ","WA"," "," ","Skamokawa Valley CDP, WA"," ",401,1 
"53","64775","43220","WA"," "," ","Skokomish CDP, WA","Shelton, WA (Micro)",617,1 
"53","64855","42660","WA"," "," ","Skykomish town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",198,1 
"53","65170","42660","WA"," "," ","Snohomish city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",9098,1 
"53","65205","42660","WA"," "," ","Snoqualmie city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",10670,1 
"53","65275","21260","WA"," "," ","Snoqualmie Pass CDP, WA","Ellensburg, WA (Micro)",311,1 
"53","65345","34180","WA"," "," ","Soap Lake city, WA","Moses Lake, WA (Micro)",1544,1 
"53","65625"," ","WA"," "," ","South Bend city, WA"," ",1637,1 
"53","65765","21260","WA"," "," ","South Cle Elum town, WA","Ellensburg, WA (Micro)",532,1 
"53","65810","42660","WA"," "," ","South Creek CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2507,1 
"53","65922","42660","WA"," "," ","South Hill CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",52431,1 
"53","66045","42660","WA"," "," ","South Prairie town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",434,1 
"53","66185","48300","WA"," "," ","South Wenatchee CDP, WA","Wenatchee, WA (Metro)",1553,1 
"53","66220","14740","WA"," "," ","Southworth CDP, WA","Bremerton-Silverdale, WA (Metro)",2185,1 
"53","66255","42660","WA"," "," ","Spanaway CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",27227,1 
"53","66290","44060","WA"," "," ","Spangle city, WA","Spokane-Spokane Valley, WA (Metro)",278,1 
"53","67000","44060","WA"," "," ","Spokane city, WA","Spokane-Spokane Valley, WA (Metro)",209726,1 
"53","67167","44060","WA"," "," ","Spokane Valley city, WA","Spokane-Spokane Valley, WA (Metro)",89752,1 
"53","67175"," ","WA"," "," ","Sprague city, WA"," ",446,1 
"53","67210","44060","WA"," "," ","Springdale town, WA","Spokane-Spokane Valley, WA (Metro)",285,1 
"53","67435","42660","WA"," "," ","Stansberry Lake CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2101,1 
"53","67455","42660","WA"," "," ","Stanwood city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",6231,1 
"53","67490","47460","WA"," "," ","Starbuck town, WA","Walla Walla, WA (Metro)",129,1 
"53","67595","42660","WA"," "," ","Startup CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",676,1 
"53","67770","42660","WA"," "," ","Steilacoom town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",5985,1 
"53","67805","39420","WA"," "," ","Steptoe CDP, WA","Pullman, WA (Micro)",180,1 
"53","67875","38900","WA"," "," ","Stevenson city, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",1465,1 
"53","68200","13380","WA"," "," ","Sudden Valley CDP, WA","Bellingham, WA (Metro)",6441,1 
"53","68260","42660","WA"," "," ","Sultan city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",4651,1 
"53","68330","13380","WA"," "," ","Sumas city, WA","Bellingham, WA (Metro)",1307,1 
"53","68365","42660","WA"," "," ","Summit CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",7985,1 
"53","68410","42660","WA"," "," ","Summit View CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",7236,1 
"53","68417","49420","WA"," "," ","Summitview CDP, WA","Yakima, WA (Metro)",967,1 
"53","68435","42660","WA"," "," ","Sumner city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",9451,1 
"53","68480","42660","WA"," "," ","Sunday Lake CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",640,1 
"53","68750","49420","WA"," "," ","Sunnyside city, WA","Yakima, WA (Metro)",15858,1 
"53","68785","48300","WA"," "," ","Sunnyslope CDP, WA","Wenatchee, WA (Metro)",3252,1 
"53","69170","14740","WA"," "," ","Suquamish CDP, WA","Bremerton-Silverdale, WA (Metro)",4140,1 
"53","69280","42660","WA"," "," ","Swede Heaven CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",768,1 
"53","70000","42660","WA"," "," ","Tacoma city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",198397,1 
"53","70175","10140","WA"," "," ","Taholah CDP, WA","Aberdeen, WA (Micro)",840,1 
"53","70245","49420","WA"," "," ","Tampico CDP, WA","Yakima, WA (Metro)",312,1 
"53","70280","36500","WA"," "," ","Tanglewilde CDP, WA","Olympia-Tumwater, WA (Metro)",5892,1 
"53","70315","42660","WA"," "," ","Tanner CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1018,1 
"53","70560","39420","WA"," "," ","Tekoa city, WA","Pullman, WA (Micro)",778,1 
"53","70630","36500","WA"," "," ","Tenino city, WA","Olympia-Tumwater, WA (Metro)",1695,1 
"53","70805","49420","WA"," "," ","Terrace Heights CDP, WA","Yakima, WA (Metro)",6937,1 
"53","71225","21260","WA"," "," ","Thorp CDP, WA","Ellensburg, WA (Micro)",240,1 
"53","71330","42660","WA"," "," ","Three Lakes CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3184,1 
"53","71400","49420","WA"," "," ","Tieton town, WA","Yakima, WA (Metro)",1191,1 
"53","71680"," ","WA"," "," ","Tokeland CDP, WA"," ",151,1 
"53","71785","16500","WA"," "," ","Toledo city, WA","Centralia, WA (Micro)",725,1 
"53","71890"," ","WA"," "," ","Tonasket city, WA"," ",1032,1 
"53","71960","49420","WA"," "," ","Toppenish city, WA","Yakima, WA (Metro)",8949,1 
"53","71995"," ","WA"," "," ","Torboy CDP, WA"," ",49,1 
"53","72030","47460","WA"," "," ","Touchet CDP, WA","Walla Walla, WA (Metro)",421,1 
"53","72170","44060","WA"," "," ","Town and Country CDP, WA","Spokane-Spokane Valley, WA (Metro)",4857,1 
"53","72205","14740","WA"," "," ","Tracyton CDP, WA","Bremerton-Silverdale, WA (Metro)",5233,1 
"53","72450"," ","WA"," "," ","Trout Lake CDP, WA"," ",557,1 
"53","72625","42660","WA"," "," ","Tukwila city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",19107,1 
"53","72905","36500","WA"," "," ","Tumwater city, WA","Olympia-Tumwater, WA (Metro)",17371,1 
"53","73065"," ","WA"," "," ","Twin Lakes CDP, WA"," ",59,1 
"53","73080"," ","WA"," "," ","Twisp town, WA"," ",919,1 
"53","73255","43220","WA"," "," ","Union CDP, WA","Shelton, WA (Micro)",631,1 
"53","73290","49420","WA"," "," ","Union Gap city, WA","Yakima, WA (Metro)",6047,1 
"53","73307","42660","WA"," "," ","Union Hill-Novelty Hill CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",18805,1 
"53","73360","39420","WA"," "," ","Uniontown town, WA","Pullman, WA (Micro)",294,1 
"53","73465","42660","WA"," "," ","University Place city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",31144,1 
"53","73580"," ","WA"," "," ","Upper Elochoman CDP, WA"," ",193,1 
"53","73780","16500","WA"," "," ","Vader city, WA","Centralia, WA (Micro)",621,1 
"53","73885","44060","WA"," "," ","Valley CDP, WA","Spokane-Spokane Valley, WA (Metro)",146,1 
"53","74060","38900","WA"," "," ","Vancouver city, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",161807,1 
"53","74200","21260","WA"," "," ","Vantage CDP, WA","Ellensburg, WA (Micro)",74,1 
"53","74305","42660","WA"," "," ","Vashon CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",10624,1 
"53","74445","42660","WA"," "," ","Vaughn CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",544,1 
"53","74585","38900","WA"," "," ","Venersborg CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",3745,1 
"53","74760","42660","WA"," "," ","Verlot CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",285,1 
"53","75565","47460","WA"," "," ","Waitsburg city, WA","Walla Walla, WA (Metro)",1217,1 
"53","75775","47460","WA"," "," ","Walla Walla city, WA","Walla Walla, WA (Metro)",31731,1 
"53","75810","47460","WA"," "," ","Walla Walla East CDP, WA","Walla Walla, WA (Metro)",1672,1 
"53","75905","42660","WA"," "," ","Waller CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",7922,1 
"53","75985","47460","WA"," "," ","Wallula CDP, WA","Walla Walla, WA (Metro)",179,1 
"53","76055","38900","WA"," "," ","Walnut Grove CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",9790,1 
"53","76125","49420","WA"," "," ","Wapato city, WA","Yakima, WA (Metro)",4997,1 
"53","76160","34180","WA"," "," ","Warden city, WA","Moses Lake, WA (Micro)",2692,1 
"53","76195","42660","WA"," "," ","Warm Beach CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2437,1 
"53","76405","38900","WA"," "," ","Washougal city, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",14102,1 
"53","76440","36830","WA"," "," ","Washtucna town, WA","Othello, WA (Micro)",208,1 
"53","76510","48300","WA"," "," ","Waterville town, WA","Wenatchee, WA (Metro)",1138,1 
"53","76615","42660","WA"," "," ","Wauna CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",4186,1 
"53","76720","44060","WA"," "," ","Waverly town, WA","Spokane-Spokane Valley, WA (Metro)",106,1 
"53","77105","48300","WA"," "," ","Wenatchee city, WA","Wenatchee, WA (Metro)",32114,1 
"53","77297","30300","WA"," "," ","West Clarkston-Highland CDP, WA","Lewiston, ID-WA (Metro)",5261,1 
"53","77612","28420","WA"," "," ","West Pasco CDP, WA","Kennewick-Richland, WA (Metro)",2556,1 
"53","77630","10140","WA"," "," ","Westport city, WA","Aberdeen, WA (Micro)",2088,1 
"53","77665","28420","WA"," "," ","West Richland city, WA","Kennewick-Richland, WA (Metro)",11814,1 
"53","77745","31020","WA"," "," ","West Side Highway CDP, WA","Longview, WA (Metro)",5517,1 
"53","78155","36020","WA"," "," ","Whidbey Island Station CDP, WA","Oak Harbor, WA (Micro)",1541,1 
"53","78225","42660","WA"," "," ","White Center CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",13522,1 
"53","78330"," ","WA"," "," ","White Salmon city, WA"," ",2238,1 
"53","78365","49420","WA"," "," ","White Swan CDP, WA","Yakima, WA (Metro)",793,1 
"53","78680"," ","WA"," "," ","Wilbur town, WA"," ",881,1 
"53","78780","42660","WA"," "," ","Wilderness Rim CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1523,1 
"53","78925","42660","WA"," "," ","Wilkeson town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",477,1 
"53","78995"," ","WA"," "," ","Willapa CDP, WA"," ",210,1 
"53","79135","34180","WA"," "," ","Wilson Creek town, WA","Moses Lake, WA (Micro)",205,1 
"53","79275","16500","WA"," "," ","Winlock city, WA","Centralia, WA (Micro)",1339,1 
"53","79380"," ","WA"," "," ","Winthrop town, WA"," ",394,1 
"53","79485"," ","WA"," "," ","Wishram CDP, WA"," ",342,1 
"53","79555","42660","WA"," "," ","Wollochet CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",6651,1 
"53","79590","42660","WA"," "," ","Woodinville city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",10938,1 
"53","79625","31020","WA"," "," ","Woodland city, WA","Longview, WA (Metro)",5440,0.985 
"53","79625","38900","WA"," "," ","Woodland city, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",83,0.015 
"53","79825","42660","WA"," "," ","Woods Creek CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",5589,1 
"53","79835","42660","WA"," "," ","Woodway city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1307,1 
"53","79975","38900","WA"," "," ","Yacolt town, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",1566,1 
"53","80010","49420","WA"," "," ","Yakima city, WA","Yakima, WA (Metro)",91276,1 
"53","80150","42660","WA"," "," ","Yarrow Point town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1001,1 
"53","80220","36500","WA"," "," ","Yelm city, WA","Olympia-Tumwater, WA (Metro)",6848,1 
